JobStartDate,MachineNumber,JobID,ProductID,Quantity,MachineCoveragePercentage,NumMainA,SecondsMainA,NumMainB,SecondsMainB,NumMainC,SecondsMainC,JobRuntime
27/05/2018 04:24,8,JX000703,PX000008,2251,90,127,119,8,69,0,0,3607
03/06/2018 18:44,8,JX000704,PX000029,2398,92,97,158,10,53,0,0,3845
08/06/2018 18:39,8,JX000705,PX000029,2396,96,58,62,10,58,0,0,3838
13/06/2018 21:49,8,JX000706,PX000029,2057,90,127,246,15,39,0,0,3290
16/06/2018 11:42,8,JX000707,PX000029,2398,90,380,239,10,44,0,0,3848
21/06/2018 13:44,8,JX000708,PX000029,2398,94,109,64,9,56,0,0,3841
24/06/2018 11:17,8,JX000709,PX000029,2409,68,135,100,12,124,0,0,3864
29/06/2018 16:10,8,JX000710,PX000029,2410,77,86,29,8,71,0,0,3855
04/07/2018 16:11,8,JX000711,PX000029,2404,97,62,76,2,6,0,0,3850
07/07/2018 15:00,8,JX000712,PX000029,2387,73,36,80,16,115,0,0,3845
12/07/2018 15:22,8,JX000713,PX000029,2406,97,38,57,7,46,0,0,3851
15/07/2018 10:59,8,JX000714,PX000029,2407,77,38,18,15,55,0,0,3855
05/04/2018 18:05,9,JX000715,PX000163,2427,85,504,568,12,51,0,0,3959
04/03/2018 19:49,9,JX000716,PX000164,1770,60,396,576,6,58,0,0,2893
22/12/2017 13:40,9,JX000717,PX000008,845,76,43,88,6,55,0,0,1386
05/01/2018 12:27,9,JX000718,PX000008,2313,96,24,32,7,81,0,0,3769
10/01/2018 08:33,9,JX000719,PX000008,2342,93,85,155,9,41,0,0,3818
13/01/2018 06:53,9,JX000720,PX000008,2338,91,182,239,11,36,0,0,3817
17/01/2018 13:54,9,JX000721,PX000008,2333,82,1052,776,7,26,0,0,3811
25/01/2018 05:35,9,JX000722,PX000008,2347,96,80,55,5,29,0,0,3825
20/01/2018 21:28,9,JX000723,PX000008,2343,88,80,241,6,42,0,0,3821
28/01/2018 03:52,9,JX000724,PX000008,2624,91,72,237,5,61,0,0,4275
01/02/2018 16:08,9,JX000725,PX000008,2058,93,38,61,3,18,0,0,3353
04/02/2018 06:32,9,JX000726,PX000008,2348,91,52,182,11,53,0,0,3827
08/02/2018 10:57,9,JX000727,PX000008,2342,94,42,100,12,37,0,0,3815
11/02/2018 07:20,9,JX000728,PX000008,2341,96,55,99,8,37,0,0,3823
15/02/2018 11:30,9,JX000729,PX000008,2342,92,122,196,4,20,0,0,3816
18/02/2018 08:26,9,JX000730,PX000008,2334,93,143,192,5,31,0,0,3806
22/02/2018 11:59,9,JX000731,PX000008,2336,94,132,147,6,34,0,0,3806
25/02/2018 09:03,9,JX000732,PX000008,2347,91,72,171,5,32,0,0,3826
01/03/2018 21:47,9,JX000733,PX000008,2333,92,146,210,2,27,0,0,3814
09/03/2018 12:21,9,JX000734,PX000008,2353,70,192,331,8,149,0,0,3846
14/03/2018 13:53,9,JX000735,PX000008,2349,91,177,248,7,22,0,0,3833
22/03/2018 00:02,9,JX000736,PX000008,2333,92,174,171,5,55,0,0,3808
17/03/2018 16:29,9,JX000737,PX000008,2353,89,178,279,5,77,0,0,3837
24/03/2018 23:12,9,JX000738,PX000008,2339,94,114,143,3,27,0,0,3819
13/04/2018 13:25,9,JX000739,PX000165,2350,82,64,156,8,219,0,0,3827
29/03/2018 02:43,9,JX000740,PX000008,2360,94,101,84,14,97,0,0,3851
01/04/2018 00:08,9,JX000741,PX000008,2296,84,182,110,6,29,0,0,3747
09/04/2018 01:06,9,JX000742,PX000008,2376,87,98,84,9,46,0,0,3873
20/04/2018 19:19,9,JX000743,PX000008,2326,89,75,207,15,137,0,0,3794
25/04/2018 08:53,9,JX000744,PX000008,2358,94,78,153,3,33,0,0,3844
28/04/2018 08:06,9,JX000745,PX000008,2322,94,32,44,8,69,0,0,3790
02/05/2018 11:51,9,JX000746,PX000008,2320,95,68,136,8,43,0,0,3780
05/05/2018 08:05,9,JX000747,PX000008,2364,76,55,86,1,3,0,0,3855
10/05/2018 05:17,9,JX000748,PX000008,2371,14,78,95,14,114,0,0,3859
02/06/2018 12:38,9,JX000749,PX000008,2350,94,110,152,4,25,0,0,3833
07/06/2018 10:39,9,JX000750,PX000008,2370,97,39,46,2,22,0,0,3860
23/06/2018 16:30,9,JX000751,PX000164,2367,64,261,449,14,84,0,0,3858
20/06/2018 19:00,9,JX000752,PX000008,2365,94,68,114,12,69,0,0,3853
10/06/2018 07:23,9,JX000753,PX000008,2381,76,47,254,8,144,0,0,3881
29/06/2018 05:50,9,JX000754,PX000164,2368,75,259,432,8,43,0,0,3859
15/06/2018 20:19,9,JX000755,PX000008,2387,94,79,154,11,52,0,0,3889
04/07/2018 10:41,9,JX000756,PX000008,2364,86,158,515,5,13,0,0,3855
07/07/2018 15:54,9,JX000757,PX000008,2372,74,61,184,8,23,0,0,3881
12/07/2018 14:11,9,JX000758,PX000008,2374,98,24,33,6,27,0,0,3868
15/07/2018 09:16,9,JX000759,PX000008,2369,75,41,101,13,48,0,0,3856
05/01/2018 15:22,10,JX000760,PX000028,388,60,62,209,8,453,0,0,1097
12/01/2018 09:38,10,JX000761,PX000007,387,80,40,157,2,2,0,0,1100
11/01/2018 11:13,10,JX000762,PX000166,393,89,8,54,6,33,0,0,1105
23/03/2018 11:01,10,JX000763,PX000167,392,66,94,433,6,76,0,0,1116
12/02/2018 08:19,10,JX000764,PX000168,784,82,86,336,2,25,0,0,2228
07/01/2018 00:05,10,JX000765,PX000007,794,68,86,395,70,515,0,0,2243
13/01/2018 09:24,10,JX000766,PX000169,394,59,109,521,3,139,0,0,1115
07/03/2018 12:04,10,JX000767,PX000166,387,84,24,173,2,10,0,0,1094
14/01/2018 16:53,10,JX000768,PX000170,394,35,67,716,28,230,0,0,1110
17/02/2018 08:53,10,JX000769,PX000046,794,75,137,598,9,35,0,0,2245
20/01/2018 12:48,10,JX000770,PX000007,791,54,74,400,28,247,0,0,2241
18/01/2018 06:24,10,JX000771,PX000171,790,69,139,691,10,70,0,0,2235
27/01/2018 02:47,10,JX000772,PX000171,791,80,61,397,10,81,0,0,2237
11/02/2018 08:11,10,JX000773,PX000172,394,77,21,212,0,0,0,0,1111
05/03/2018 03:38,10,JX000774,PX000173,393,75,68,242,5,23,0,0,1115
15/02/2018 14:59,10,JX000775,PX000174,395,47,253,1032,3,26,0,0,1115
24/01/2018 16:28,10,JX000776,PX000171,886,75,99,555,21,151,0,0,2502
14/03/2018 08:31,10,JX000777,PX000046,790,78,78,387,14,169,0,0,2245
03/03/2018 04:21,10,JX000778,PX000013,787,79,41,213,8,46,0,0,2253
17/03/2018 21:14,10,JX000779,PX000036,792,74,110,424,4,121,0,0,2240
01/03/2018 20:07,10,JX000780,PX000175,396,68,55,314,32,140,0,0,1115
19/02/2018 11:37,10,JX000781,PX000171,796,63,203,989,1,30,0,0,2253
16/03/2018 08:40,10,JX000782,PX000174,390,52,187,879,3,20,0,0,1110
23/02/2018 07:33,10,JX000783,PX000036,789,60,260,1214,6,64,0,0,2243
26/02/2018 01:17,10,JX000784,PX000046,791,69,120,612,13,193,0,0,2254
10/03/2018 15:36,10,JX000785,PX000171,793,70,66,336,2,147,0,0,2244
29/04/2018 17:03,10,JX000786,PX000176,396,60,128,645,2,55,0,0,1118
21/03/2018 07:04,10,JX000787,PX000007,790,75,105,567,10,14,0,0,2246
07/05/2018 01:30,10,JX000788,PX000036,789,60,13,67,22,175,0,0,2245
21/04/2018 19:24,10,JX000789,PX000171,790,55,84,385,4,95,0,0,2244
30/03/2018 11:25,10,JX000790,PX000175,792,82,65,373,9,34,0,0,2243
01/04/2018 11:11,10,JX000791,PX000168,791,63,42,266,2,1,0,0,2245
27/04/2018 17:37,10,JX000792,PX000171,788,80,71,308,15,95,0,0,2229
02/05/2018 07:02,10,JX000793,PX000166,787,60,407,1278,7,87,0,0,2240
05/04/2018 13:41,10,JX000794,PX000177,394,60,57,260,41,338,0,0,1113
13/04/2018 00:08,10,JX000795,PX000178,795,86,56,216,11,95,0,0,2253
06/04/2018 22:56,10,JX000796,PX000007,789,80,60,348,14,114,0,0,2244
14/04/2018 21:40,10,JX000797,PX000013,792,78,19,127,22,361,0,0,2250
20/04/2018 21:42,10,JX000798,PX000179,395,86,17,51,7,92,0,0,1116
26/05/2018 01:36,10,JX000799,PX000171,772,78,65,326,25,169,0,0,2239
04/05/2018 15:49,10,JX000800,PX000036,791,78,62,309,17,208,0,0,2247
01/06/2018 03:08,10,JX000801,PX000172,789,88,23,123,8,106,0,0,2242
13/07/2018 11:56,10,JX000802,PX000180,392,73,73,347,0,0,0,0,1109
09/06/2018 07:50,10,JX000803,PX000040,395,53,211,944,3,11,0,0,1120
20/06/2018 12:49,10,JX000804,PX000181,785,87,41,196,3,11,0,0,2233
29/06/2018 15:16,10,JX000805,PX000178,788,83,36,205,6,95,0,0,2239
02/06/2018 23:40,10,JX000806,PX000007,790,71,152,754,8,52,0,0,2248
24/06/2018 06:50,10,JX000807,PX000020,391,87,15,31,5,24,0,0,1109
14/06/2018 20:05,10,JX000808,PX000179,390,72,49,264,3,112,0,0,1112
14/07/2018 15:09,10,JX000809,PX000036,793,86,25,121,11,124,0,0,2245
12/07/2018 03:48,10,JX000810,PX000182,394,61,98,518,9,20,0,0,1117
10/06/2018 20:08,10,JX000811,PX000183,789,78,106,421,7,143,0,0,2246
15/06/2018 21:54,10,JX000812,PX000007,789,62,221,1021,21,153,0,0,2242
07/07/2018 21:16,10,JX000813,PX000175,376,74,68,301,1,0,0,0,1069
22/06/2018 08:31,10,JX000814,PX000183,790,86,54,266,6,38,0,0,2241
08/07/2018 21:17,10,JX000815,PX000007,411,46,38,91,6,122,0,0,1172
17/07/2018 07:49,10,JX000816,PX000174,784,49,511,1789,7,18,0,0,2246
04/01/2018 10:46,10,JX000817,PX000116,395,69,69,357,13,52,0,0,1111
29/01/2018 05:25,10,JX000818,PX000035,786,83,46,230,2,7,0,0,2226
03/02/2018 21:27,10,JX000819,PX000035,792,81,73,346,4,51,0,0,2242
07/02/2018 08:03,10,JX000820,PX000035,791,78,79,433,4,23,0,0,2233
09/02/2018 08:46,10,JX000821,PX000035,792,84,52,351,2,7,0,0,2245
01/02/2018 08:10,10,JX000822,PX000184,801,66,169,743,31,208,0,0,2260
08/03/2018 11:36,10,JX000823,PX000035,792,76,99,551,4,18,0,0,2245
24/03/2018 17:00,10,JX000824,PX000035,789,59,61,303,2,18,0,0,2241
28/03/2018 15:48,10,JX000825,PX000035,791,89,22,102,3,13,0,0,2253
08/04/2018 23:35,10,JX000826,PX000035,793,59,22,47,7,54,0,0,2248
25/04/2018 21:11,10,JX000827,PX000035,788,88,33,133,2,70,0,0,2242
11/05/2018 02:32,10,JX000828,PX000035,791,81,63,338,3,6,0,0,2239
13/05/2018 02:12,10,JX000829,PX000035,789,82,75,321,6,82,0,0,2236
16/05/2018 07:24,10,JX000830,PX000035,782,84,77,306,8,19,0,0,2234
18/05/2018 04:31,10,JX000831,PX000035,791,86,52,307,4,9,0,0,2237
20/05/2018 01:09,10,JX000832,PX000035,786,61,17,109,4,43,0,0,2241
23/05/2018 22:39,10,JX000833,PX000035,788,89,32,139,6,59,0,0,2239
28/05/2018 03:14,10,JX000834,PX000035,1582,60,174,754,15,121,0,0,4495
07/06/2018 07:09,10,JX000835,PX000035,789,88,35,168,10,56,0,0,2240
26/06/2018 11:32,10,JX000836,PX000035,789,62,84,345,12,69,0,0,2244
05/07/2018 19:49,10,JX000837,PX000035,790,82,69,293,10,48,0,0,2245
06/01/2018 09:32,11,JX000838,PX000015,775,66,174,648,100,559,0,0,2762
11/01/2018 07:47,11,JX000839,PX000015,859,70,113,459,111,681,0,0,3076
24/12/2017 00:30,11,JX000840,PX000003,657,74,59,226,28,240,0,0,1982
18/01/2018 21:10,11,JX000841,PX000015,784,65,126,628,100,509,0,0,2801
14/01/2018 17:31,11,JX000842,PX000015,851,73,142,502,100,396,0,0,3037
21/01/2018 21:09,11,JX000843,PX000015,801,74,118,592,44,246,0,0,2857
25/01/2018 19:49,11,JX000844,PX000015,845,71,124,651,63,362,0,0,3014
09/02/2018 05:43,11,JX000845,PX000001,785,72,99,445,96,540,0,0,2807
04/02/2018 20:26,11,JX000846,PX000001,857,67,143,558,105,580,0,0,3047
28/01/2018 18:58,11,JX000847,PX000015,808,72,100,354,88,516,0,0,2879
01/02/2018 19:51,11,JX000848,PX000015,849,71,94,397,93,589,0,0,3024
15/02/2018 13:07,11,JX000849,PX000003,961,77,105,554,87,372,0,0,3350
12/02/2018 02:23,11,JX000850,PX000003,672,76,71,176,62,401,0,0,2399
18/02/2018 17:15,11,JX000851,PX000003,799,77,69,221,72,376,0,0,2765
22/02/2018 11:10,11,JX000852,PX000003,843,79,83,373,71,332,0,0,2916
25/02/2018 03:20,11,JX000853,PX000003,804,74,72,328,66,449,0,0,2782
01/03/2018 05:47,11,JX000854,PX000003,827,79,97,346,62,303,0,0,2855
03/03/2018 19:23,11,JX000855,PX000003,809,74,109,385,75,437,0,0,2800
07/03/2018 16:39,11,JX000856,PX000003,825,63,194,764,73,682,0,0,2847
10/03/2018 19:31,11,JX000857,PX000003,806,64,182,682,77,342,0,0,2747
15/03/2018 01:01,11,JX000858,PX000003,823,79,80,285,50,220,0,0,2633
17/03/2018 10:59,11,JX000859,PX000003,801,73,87,350,64,363,0,0,2510
20/03/2018 13:59,11,JX000860,PX000003,835,77,58,236,59,339,0,0,2615
25/03/2018 21:56,11,JX000861,PX000003,788,74,84,267,72,386,0,0,2467
23/03/2018 11:45,11,JX000862,PX000003,847,76,65,216,78,453,0,0,2666
29/03/2018 11:23,11,JX000863,PX000003,801,75,85,417,68,405,0,0,2522
31/03/2018 19:48,11,JX000864,PX000003,836,69,92,358,63,476,0,0,2626
19/04/2018 21:50,11,JX000865,PX000009,827,86,55,195,16,86,0,0,2600
22/04/2018 00:13,11,JX000866,PX000009,808,72,92,376,14,63,0,0,2534
25/04/2018 22:58,11,JX000867,PX000009,787,84,65,408,8,30,0,0,2479
28/04/2018 00:02,11,JX000868,PX000009,862,78,77,238,17,130,0,0,2693
04/04/2018 23:33,11,JX000869,PX000003,799,74,74,367,76,447,0,0,2514
07/04/2018 08:15,11,JX000870,PX000003,827,78,71,293,80,354,0,0,2599
13/04/2018 12:38,11,JX000871,PX000003,838,77,46,143,90,558,0,0,2629
11/04/2018 06:32,11,JX000872,PX000003,796,77,99,430,60,255,0,0,2498
30/04/2018 09:47,11,JX000873,PX000003,804,82,60,204,35,133,0,0,2517
03/05/2018 18:55,11,JX000874,PX000003,830,85,61,214,18,210,0,0,2606
05/05/2018 22:11,11,JX000875,PX000003,796,56,99,359,90,442,0,0,2491
10/05/2018 06:20,11,JX000876,PX000003,846,75,87,312,95,412,0,0,2650
12/05/2018 19:54,11,JX000877,PX000003,808,82,59,110,58,319,0,0,2528
15/05/2018 17:18,11,JX000878,PX000003,827,80,81,306,46,243,0,0,2619
20/05/2018 21:00,11,JX000879,PX000003,831,58,98,395,64,271,0,0,2612
18/05/2018 13:51,11,JX000880,PX000003,801,76,87,383,35,191,0,0,2522
27/05/2018 10:53,11,JX000881,PX000003,818,75,87,330,61,280,0,0,2573
25/05/2018 07:16,11,JX000882,PX000003,781,81,81,240,40,226,0,0,2497
31/05/2018 01:43,11,JX000883,PX000003,821,75,88,252,32,200,0,0,2574
02/06/2018 15:12,11,JX000884,PX000003,830,78,96,448,20,125,0,0,2606
10/06/2018 01:22,11,JX000885,PX000001,818,79,98,403,73,423,0,0,3321
07/06/2018 08:17,11,JX000886,PX000001,809,82,115,464,51,229,0,0,3183
15/06/2018 09:33,11,JX000887,PX000001,815,70,160,866,100,489,0,0,3396
20/06/2018 18:34,11,JX000888,PX000001,826,66,347,1401,54,284,0,0,3470
24/06/2018 14:54,11,JX000889,PX000015,804,62,47,162,42,251,0,0,3372
12/07/2018 16:38,11,JX000890,PX000001,822,74,34,89,159,1068,0,0,3453
29/06/2018 15:23,11,JX000891,PX000015,833,70,30,164,70,402,0,0,3508
04/07/2018 18:34,11,JX000892,PX000015,794,86,54,161,47,299,0,0,3344
16/07/2018 02:40,11,JX000893,PX000001,801,56,37,106,228,1279,0,0,3370
07/07/2018 11:35,11,JX000894,PX000015,840,63,72,412,60,361,0,0,3545
20/12/2017 21:58,12,JX000895,PX000009,119,47,45,222,9,95,0,0,465
04/01/2018 23:54,12,JX000896,PX000009,807,70,159,566,83,641,0,0,3176
08/01/2018 03:41,12,JX000897,PX000009,880,78,72,409,64,332,0,0,3452
18/01/2018 06:24,12,JX000898,PX000009,872,58,72,180,336,1848,0,0,3439
13/01/2018 08:15,12,JX000899,PX000009,802,60,66,143,296,1565,0,0,3160
22/01/2018 10:43,12,JX000900,PX000009,803,68,164,834,74,390,0,0,3146
26/01/2018 21:41,12,JX000901,PX000009,883,77,67,164,90,694,0,0,3457
03/02/2018 06:33,12,JX000902,PX000009,848,78,77,309,80,376,0,0,2980
31/01/2018 08:15,12,JX000903,PX000009,811,75,79,380,57,351,0,0,3147
20/02/2018 08:01,12,JX000904,PX000009,805,63,118,447,155,964,0,0,2787
09/02/2018 23:57,12,JX000905,PX000009,869,71,124,553,82,529,0,0,3095
07/02/2018 09:31,12,JX000906,PX000009,790,75,74,284,69,423,0,0,2826
14/02/2018 09:39,12,JX000907,PX000009,832,81,94,342,48,267,0,0,2964
16/02/2018 22:58,12,JX000908,PX000009,837,81,107,377,54,236,0,0,2939
23/02/2018 21:55,12,JX000909,PX000009,878,60,177,973,154,861,0,0,3070
04/03/2018 01:54,12,JX000910,PX000009,893,64,152,518,157,1184,0,0,3327
01/03/2018 02:47,12,JX000911,PX000009,791,70,77,330,141,875,0,0,2970
08/03/2018 22:53,12,JX000912,PX000009,855,89,38,133,14,98,0,0,2842
11/03/2018 04:22,12,JX000913,PX000009,806,80,39,138,17,88,0,0,2635
25/03/2018 00:07,12,JX000914,PX000015,791,77,96,387,45,205,0,0,2587
28/03/2018 14:12,12,JX000915,PX000015,880,76,79,357,60,405,0,0,2876
14/03/2018 19:01,12,JX000916,PX000009,804,87,31,240,18,63,0,0,2625
16/03/2018 21:27,12,JX000917,PX000009,856,84,69,227,25,152,0,0,2798
19/03/2018 07:00,12,JX000918,PX000009,807,83,68,301,12,36,0,0,2631
22/03/2018 17:52,12,JX000919,PX000009,855,90,29,117,16,90,0,0,2791
31/03/2018 08:05,12,JX000920,PX000015,807,70,84,310,76,481,0,0,2636
04/04/2018 10:37,12,JX000921,PX000015,871,70,88,411,113,629,0,0,2864
13/04/2018 14:28,12,JX000922,PX000009,895,87,45,195,21,88,0,0,2924
19/04/2018 22:36,12,JX000923,PX000009,764,87,40,182,21,114,0,0,2500
07/04/2018 09:27,12,JX000924,PX000003,847,82,68,253,35,219,0,0,2767
10/04/2018 11:33,12,JX000925,PX000003,815,72,94,410,29,130,0,0,2665
26/04/2018 09:46,12,JX000926,PX000015,871,64,101,401,199,1143,0,0,3103
22/04/2018 01:22,12,JX000927,PX000015,803,64,65,250,193,1125,0,0,2856
04/05/2018 16:20,12,JX000928,PX000015,860,58,68,273,157,849,0,0,3079
29/04/2018 19:45,12,JX000929,PX000015,804,55,103,427,128,726,0,0,2861
09/05/2018 17:37,12,JX000930,PX000003,903,78,33,98,104,581,0,0,3228
12/05/2018 14:36,12,JX000931,PX000003,757,56,64,350,92,495,0,0,2531
17/05/2018 04:33,12,JX000932,PX000015,807,68,92,427,108,588,0,0,2784
20/05/2018 00:30,12,JX000933,PX000015,860,58,87,284,143,682,0,0,2980
25/05/2018 00:01,12,JX000934,PX000015,790,63,114,395,194,1048,0,0,2918
28/05/2018 05:34,12,JX000935,PX000015,868,51,152,620,215,1191,0,0,3245
03/06/2018 04:12,12,JX000936,PX000003,803,66,165,649,87,544,0,0,2530
07/06/2018 20:16,12,JX000937,PX000003,867,81,57,213,50,310,0,0,2829
10/06/2018 08:34,12,JX000938,PX000003,803,77,83,443,59,295,0,0,2623
14/06/2018 17:00,12,JX000939,PX000003,870,74,119,570,46,384,0,0,2845
17/06/2018 11:48,12,JX000940,PX000003,831,75,110,458,50,358,0,0,2724
21/06/2018 23:59,12,JX000941,PX000003,844,80,106,406,49,272,0,0,2848
29/06/2018 08:43,12,JX000942,PX000003,881,58,146,750,63,360,0,0,3045
24/06/2018 13:38,12,JX000943,PX000003,806,54,83,359,52,335,0,0,2779
04/07/2018 11:51,12,JX000944,PX000003,799,76,160,623,34,148,0,0,2712
06/07/2018 22:58,12,JX000945,PX000003,871,60,97,461,50,397,0,0,3022
11/07/2018 16:52,12,JX000946,PX000003,819,81,57,361,36,286,0,0,2845
14/07/2018 03:24,12,JX000947,PX000003,853,60,126,587,39,278,0,0,2951
18/07/2018 21:48,12,JX000948,PX000003,800,84,91,290,34,212,0,0,2729
04/01/2018 18:28,13,JX000949,PX000015,803,75,61,383,73,418,0,0,2913
07/01/2018 11:06,13,JX000950,PX000015,819,76,53,231,77,617,0,0,2975
21/12/2017 11:19,13,JX000951,PX000009,35,22,7,78,13,148,0,0,111
12/01/2018 06:38,13,JX000952,PX000009,808,61,36,155,274,1644,0,0,3147
16/01/2018 14:03,13,JX000953,PX000009,797,65,48,174,297,1359,0,0,3128
20/01/2018 10:43,13,JX000954,PX000009,800,82,39,169,84,435,0,0,3126
24/01/2018 08:14,13,JX000955,PX000009,853,86,53,195,72,313,0,0,3343
27/01/2018 05:45,13,JX000956,PX000009,806,73,48,151,174,948,0,0,3104
31/01/2018 11:03,13,JX000957,PX000009,841,74,44,230,156,803,0,0,3308
16/02/2018 11:36,13,JX000958,PX000001,811,78,79,281,97,501,0,0,2994
19/02/2018 03:47,13,JX000959,PX000001,823,76,69,396,97,470,0,0,3097
03/02/2018 15:58,13,JX000960,PX000009,817,82,33,85,100,528,0,0,2976
07/02/2018 10:48,13,JX000961,PX000009,803,76,43,219,84,558,0,0,2775
10/02/2018 01:09,13,JX000962,PX000009,858,76,66,285,118,565,0,0,3001
13/02/2018 12:46,13,JX000963,PX000009,766,74,56,216,96,647,0,0,2620
23/02/2018 14:35,13,JX000964,PX000001,792,82,51,261,67,326,0,0,3010
26/02/2018 03:24,13,JX000965,PX000001,846,78,59,244,65,413,0,0,3210
05/03/2018 00:28,13,JX000966,PX000001,843,77,73,418,68,369,0,0,2879
02/03/2018 11:41,13,JX000967,PX000001,804,80,61,266,75,398,0,0,2930
15/03/2018 19:43,13,JX000968,PX000015,795,88,36,232,46,145,0,0,2949
18/03/2018 03:32,13,JX000969,PX000015,852,78,37,111,46,271,0,0,3102
09/03/2018 00:17,13,JX000970,PX000001,881,74,83,434,116,632,0,0,3198
12/03/2018 00:21,13,JX000971,PX000001,644,65,54,311,86,477,0,0,2370
25/03/2018 02:38,13,JX000972,PX000015,810,66,38,191,162,1049,0,0,3054
22/03/2018 05:32,13,JX000973,PX000015,801,71,50,199,122,719,0,0,2945
29/03/2018 13:42,13,JX000974,PX000015,843,85,41,221,41,215,0,0,3201
01/04/2018 04:10,13,JX000975,PX000015,792,83,27,94,44,387,0,0,3004
05/04/2018 05:45,13,JX000976,PX000015,800,83,34,210,44,226,0,0,3043
07/04/2018 18:58,13,JX000977,PX000015,841,78,34,171,39,211,0,0,3190
11/04/2018 23:57,13,JX000978,PX000015,822,80,59,366,61,367,0,0,3120
14/04/2018 16:53,13,JX000979,PX000015,805,75,70,319,57,395,0,0,3082
21/04/2018 15:23,13,JX000980,PX000015,800,65,79,409,192,1042,0,0,3077
26/04/2018 08:51,13,JX000981,PX000015,779,68,36,122,197,1131,0,0,2964
29/04/2018 09:50,13,JX000982,PX000015,940,64,54,158,112,637,0,0,3575
04/05/2018 12:29,13,JX000983,PX000015,694,68,103,372,122,784,0,0,2636
07/05/2018 06:54,13,JX000984,PX000015,863,75,106,317,128,654,0,0,3274
11/05/2018 13:51,13,JX000985,PX000015,763,54,88,309,194,1090,0,0,2969
16/05/2018 18:08,13,JX000986,PX000028,1939,59,238,840,383,1837,0,0,6439
25/05/2018 16:48,13,JX000987,PX000015,809,56,108,538,109,767,0,0,3213
30/05/2018 21:57,13,JX000988,PX000015,814,82,38,165,86,377,0,0,3198
02/06/2018 16:59,13,JX000989,PX000015,805,80,52,172,21,65,0,0,3142
07/06/2018 10:36,13,JX000990,PX000015,829,82,68,310,36,318,0,0,3017
09/06/2018 23:53,13,JX000991,PX000015,889,79,151,633,48,215,0,0,3318
14/06/2018 22:16,13,JX000992,PX000015,736,80,99,454,41,208,0,0,2897
22/06/2018 03:51,13,JX000993,PX000015,823,56,58,284,47,245,0,0,3226
17/06/2018 13:47,13,JX000994,PX000015,811,85,66,300,23,113,0,0,3175
27/06/2018 17:07,13,JX000995,PX000015,802,57,43,167,70,565,0,0,3155
27/06/2018 15:40,13,JX000996,PX000015,4,0,0,0,0,0,0,0,0
06/07/2018 21:22,13,JX000997,PX000001,807,64,60,205,44,232,0,0,3178
11/07/2018 17:47,13,JX000998,PX000001,809,85,44,171,51,240,0,0,3177
01/07/2018 12:39,13,JX000999,PX000015,826,60,51,202,80,657,0,0,3247
14/07/2018 13:55,13,JX001000,PX000001,800,58,143,864,51,215,0,0,3143
18/01/2018 08:24,14,JX001001,PX000001,810,84,36,157,85,315,0,0,3178
20/01/2018 23:14,14,JX001002,PX000001,828,76,29,144,133,754,0,0,3238
22/12/2017 16:37,14,JX001003,PX000003,225,75,9,57,10,24,0,0,836
05/01/2018 00:28,14,JX001004,PX000003,812,86,26,65,38,314,0,0,2979
13/01/2018 07:04,14,JX001005,PX000009,843,62,38,173,263,1719,0,0,3304
07/01/2018 10:04,14,JX001006,PX000009,796,56,78,428,369,1874,0,0,3140
25/01/2018 07:02,14,JX001007,PX000003,872,90,30,56,65,279,0,0,3427
27/01/2018 22:24,14,JX001008,PX000003,765,85,23,39,56,336,0,0,2927
31/01/2018 13:56,14,JX001009,PX000009,809,79,37,105,112,526,0,0,2928
03/02/2018 03:33,14,JX001010,PX000009,827,79,48,77,112,600,0,0,3026
06/02/2018 14:50,14,JX001011,PX000009,874,73,55,303,130,653,0,0,3035
09/02/2018 23:40,14,JX001012,PX000009,764,71,42,193,122,722,0,0,2685
13/02/2018 08:18,14,JX001013,PX000009,808,82,46,164,76,356,0,0,2809
16/02/2018 05:24,14,JX001014,PX000009,835,77,57,199,95,426,0,0,2911
12/03/2018 07:37,14,JX001015,PX000015,798,76,38,78,76,440,0,0,2855
16/03/2018 04:21,14,JX001016,PX000015,883,76,43,196,80,605,0,0,3248
23/02/2018 19:45,14,JX001017,PX000009,850,68,63,175,207,1268,0,0,3145
18/02/2018 23:58,14,JX001018,PX000009,804,57,52,184,355,1893,0,0,2929
28/02/2018 20:03,14,JX001019,PX000009,801,79,36,183,105,491,0,0,3035
03/03/2018 11:56,14,JX001020,PX000009,851,79,22,121,127,647,0,0,3233
07/03/2018 15:28,14,JX001021,PX000009,803,92,22,98,18,113,0,0,3043
09/03/2018 22:48,14,JX001022,PX000009,856,91,22,94,22,171,0,0,2919
19/03/2018 03:46,14,JX001023,PX000003,820,67,61,240,120,604,0,0,2664
23/03/2018 03:43,14,JX001024,PX000003,839,73,67,231,109,689,0,0,2744
25/03/2018 20:22,14,JX001025,PX000003,808,71,76,268,105,680,0,0,2683
29/03/2018 17:28,14,JX001026,PX000003,856,76,42,129,93,723,0,0,2879
01/04/2018 08:41,14,JX001027,PX000003,808,74,54,260,110,591,0,0,2710
05/04/2018 09:26,14,JX001028,PX000003,850,72,44,115,131,909,0,0,2861
25/05/2018 15:40,14,JX001029,PX000009,798,78,111,461,28,145,0,0,2544
27/05/2018 21:47,14,JX001030,PX000009,836,61,40,137,38,639,0,0,2626
08/04/2018 06:56,14,JX001031,PX000001,808,71,95,338,81,372,0,0,2895
